entry_bar,exit_bar,dir,entry,exit,size,pnl_dollar,pnl_r,window,class
14546,14553,1,17140.43735,16760.42641,3.582544116e+15,-1361405964475494912.000000,-1.000000,15,-1
14570,14609,1,17205.97281,19083.82484,1.570468715e+15,2949107853712689152.000000,5.000000,15,1
14571,14610,1,17312.18019,19141.57165,1.612070411e+15,2949107853712690176.000000,5.000000,15,1
14610,14634,1,19128.80455,20828.13195,3.665282954e+15,6228515787041200128.000000,5.000000,15,1
14612,14637,1,19580.33701,21465.42001,4.435648664e+15,8361565889473441792.000000,5.099436,15,1
14635,14673,1,21274.81859,23615.29116,4.572787902e+15,10702484651882455040.000000,5.899603,15,1
14638,14674,1,21765.37529,23935.07936,4.720059021e+15,10241131268033329152.000000,5.000000,15,1
14693,14698,1,25107.30554,24656.77214,5.84784067e+15,-2634647499364301824.000000,-1.000000,15,-1
14684,14710,1,24113.55861,24113.55861,6.214656311e+15,0.000000,0.000000,15,0
14739,14752,1,24546.95762,24546.95762,2.901133321e+15,0.000000,0.000000,15,0
14766,14771,1,25879.15095,25423.06002,3.368903682e+15,-1536526421629265664.000000,-1.000000,15,-1
14895,14911,1,38356.79756,41912.66722,1.416168123e+15,5035709259152977920.000000,5.000000,16,1
14899,14925,1,39307.18772,43005.31552,1.428054461e+15,5281127898784008192.000000,5.243678,16,1
14912,14931,1,41933.90559,41933.90559,2.292878408e+15,0.000000,0.000000,16,0
14947,14956,1,44234.78681,43451.0705,3.58130366e+15,-2806726069998727168.000000,-1.000000,16,-1
14939,14961,1,43078.01181,43078.01181,3.225925062e+15,0.000000,0.000000,16,0
14968,14975,1,44773.37756,44773.37756,1.721296659e+15,0.000000,0.000000,16,0
14990,14992,1,49501.65753,49501.65753,1.965706249e+15,0.000000,0.000000,16,0
14979,15017,1,47554.84154,52970.71634,1.511189515e+15,8184413220116275200.000000,5.000000,16,1
15027,15037,1,53524.99825,58449.76215,2.702232261e+15,13307855895909056512.000000,5.000000,16,1
14998,15043,1,50991.43702,62230.54118,2.22933428e+15,25055720179655712768.000000,13.120263,16,1
15038,15052,1,59504.02332,66069.71309,2.535850298e+15,16649606376437325824.000000,5.000000,16,1
15053,15066,1,66520.25927,65083.4208,3.130254736e+15,-4497670418858064384.000000,-1.000000,16,-1
15044,15075,1,62517.12842,71296.75966,2.886675321e+15,25343944806918500352.000000,6.286509,16,1
15073,15118,1,70319.56789,80193.5379,1.18424824e+15,11693231601237733376.000000,6.686836,16,1
15077,15118,1,71828.20299,80126.24834,2.584693823e+15,21447906557732089856.000000,5.276117,16,1
15151,15171,1,84059.90528,82421.50548,3.667797048e+15,-6009317970174941184.000000,-1.000000,16,-1
15371,15375,1,84276.64769,82460.84787,1.286718279e+15,-2336422826804005888.000000,-1.000000,16,-1
15550,15553,1,127773.7587,127773.7587,1.100267498e+15,0.000000,0.000000,17,0
15551,15554,1,129090.9941,126931.891,1.070006759e+15,-2310254891143810560.000000,-1.000000,17,-1
15565,15581,1,133039.569,145967.2303,8.835240922e+14,11421900181814958080.000000,5.000000,17,1
15564,15588,1,129774.0912,149855.947,1.072159014e+15,21530942728586096640.000000,9.425289,17,1
15585,15601,1,149100.3169,162566.5151,1.791378145e+15,24123053183993221120.000000,5.000000,17,1
15592,15610,1,153041.377,180797.5235,2.444717608e+15,67855940210990333952.000000,10.229082,17,1
15602,15610,1,162114.5967,180666.2421,2.51950254e+15,46740917704855732224.000000,6.394915,17,1
15613,15620,1,188123.0612,188123.0612,2.119779659e+15,0.000000,0.000000,17,0
15611,15641,1,181876.5769,204663.0943,2.307897044e+15,52588936015971041280.000000,5.000000,17,1
15627,15647,1,196587.6148,217640.6345,2.49792841e+15,52588936015971074048.000000,5.000000,17,1
15642,15659,1,210777.6613,232679.8607,2.802162876e+15,61373530190119632896.000000,5.118608,17,1
15660,15662,1,233757.8801,228774.4479,3.046339507e+15,-15181226465411956736.000000,-1.000000,17,-1
15648,15676,1,219453.9481,241069.5693,3.114129243e+15,67313838100442947584.000000,5.000000,17,1
15677,15690,1,241831.2806,241831.2806,2.673674179e+15,0.000000,0.000000,17,0
15675,15706,1,238207.2857,238207.2857,1.148447193e+15,0.000000,0.000000,17,0
15726,15779,1,249593.5432,277339.5752,2.998796293e+15,83204697955964125184.000000,5.000000,17,1
15731,15799,1,254626.4536,279098.494,3.399990213e+15,83204697955964026880.000000,5.000000,17,1
15803,15804,1,283685.241,279396.5745,4.96667272e+15,-21300402676726874112.000000,-1.000000,17,-1
15793,15825,1,275169.4209,299746.9857,3.859347184e+15,94853355669799124992.000000,5.000000,17,1
15817,15827,1,284984.6015,307219.4893,1.862297815e+15,41407982803556884480.000000,5.000000,17,1
15826,15847,1,302622.6942,330146.3928,3.394875915e+15,93439541442131329024.000000,5.000000,17,1
15828,15850,1,303966.2123,333492.4955,4.152115714e+15,122596544395162075136.000000,5.000000,17,1
15848,15852,1,331896.1544,331896.1544,3.988641248e+15,0.000000,0.000000,17,0
15851,15865,1,333172.5783,326240.924,4.409960186e+15,-30568319282476695552.000000,-1.000000,17,-1
15877,15884,1,339841.9122,339841.9122,1.632580967e+15,0.000000,0.000000,17,0
15903,15908,1,343148.9649,334974.7026,1.817436576e+15,-14856203171283664896.000000,-1.000000,17,-1
16209,16234,1,583078.456,583078.456,8.168125552e+14,0.000000,0.000000,18,0
16210,16234,1,585406.7784,585406.7784,8.52479998e+14,0.000000,0.000000,18,0
16257,16284,1,603637.0191,707132.5172,1.056104312e+15,109302041877882978304.000000,6.218166,18,1
16258,16284,1,603631.4426,707441.138,1.084840813e+15,112616994363031076864.000000,6.406752,18,1
16292,16294,1,761916.1131,739082.951,1.555201399e+15,-35510165668516884480.000000,-1.000000,18,-1
16306,16306,1,785984.8623,764800.5916,6.517265854e+14,-13806352411919382528.000000,-1.000000,18,-1
16285,16323,1,724666.7547,855334.0679,1.358800636e+15,177550828342584672256.000000,5.000000,18,1
16324,16343,1,857974.8518,857974.8518,1.262605079e+15,0.000000,0.000000,18,0
16325,16343,1,861669.4832,861669.4832,1.310757976e+15,0.000000,0.000000,18,0
16365,16367,1,844314.9758,827621.3941,2.342261054e+15,-39100726355857047552.000000,-1.000000,18,-1
16417,16428,1,763712.3251,744107.7546,7.754499098e+14,-15202362407157202944.000000,-1.000000,18,-1
16873,16946,-1,288090.2055,200815.9838,2.411186504e+15,210434425427823722496.000000,13.999008,19,1
16874,16946,-1,287066.3028,200670.9484,2.494075483e+15,215476535285194653696.000000,14.334431,19,1
16981,16982,-1,182592.5089,182592.5089,1.604237293e+16,-0.000000,-0.000000,19,0
17000,17004,-1,173026.0008,173026.0008,1.613437582e+16,-0.000000,-0.000000,19,0
16953,17028,-1,191011.7416,158069.3627,9.815524527e+15,323346727843014115328.000000,6.531499,19,1
17016,17049,-1,164119.925,146920.8101,1.439194604e+16,247528733852285829120.000000,5.000000,19,1
17040,17064,-1,155467.4975,138792.9786,1.75595636e+16,292797275750307725312.000000,5.000000,19,1
17050,17107,-1,142547.8525,123126.1377,1.686006112e+16,327451298489627901952.000000,5.000000,19,1
17082,17115,-1,131827.9976,117905.4773,2.646380894e+16,368442917094671187968.000000,5.000000,19,1
17117,17131,-1,117855.065,117855.065,2.948453618e+16,-0.000000,-0.000000,19,0
17108,17145,-1,122634.3651,110347.5898,3.371804968e+16,414286098883218898944.000000,5.000000,19,1
17139,17197,-1,112426.8268,94863.50221,3.448136478e+16,605607401581687209984.000000,6.499773,19,1
17148,17197,-1,109477.282,94643.29031,4.388321796e+16,650963291049436643328.000000,6.213045,19,1
17293,17293,-1,91166.04753,95466.1576,3.254744862e+16,-139957611617696153600.000000,-1.000000,19,-1
17491,17498,1,103309.7669,101320.4909,2.735443335e+16,-54415519396960354304.000000,-1.000000,19,-1
